year,rank,rider,time,team,rider_name,rider_country_code,rank_num,decade
1912,28,Henri Cornet (FRA),,Le Globe,Henri Cornet,FRA,28.0,1910
1912,29,FranÃ§ois Lafourcade (FRA),,,FranÃ§ois Lafourcade,FRA,29.0,1910
1912,30,Augustin Ringeval (FRA),,,Augustin Ringeval,FRA,30.0,1910
1912,31,Maurice Leliaert (BEL),,,Maurice Leliaert,BEL,31.0,1910
1912,32,Georges Oudin (FRA),,,Georges Oudin,FRA,32.0,1910
1912,33,Fernand Courcelles (FRA),,,Fernand Courcelles,FRA,33.0,1910
1912,34,Raymond Harquet (FRA),,,Raymond Harquet,FRA,34.0,1910
1912,35,Emile Druz (FRA),,,Emile Druz,FRA,35.0,1910
1912,36,Emile Eigeldinger (FRA),,,Emile Eigeldinger,FRA,36.0,1910
1912,37,Charles Dumont (SUI),,,Charles Dumont,SUI,37.0,1910
1912,38,Henri Alavoine (FRA),,,Henri Alavoine,FRA,38.0,1910
1912,39,Emile Caudrelier (FRA),,,Emile Caudrelier,FRA,39.0,1910
1912,40,Gaston Neboux (FRA),,,Gaston Neboux,FRA,40.0,1910
1912,41,Maurice Lartigue (FRA),,,Maurice Lartigue,FRA,41.0,1910
1913,1,Philippe Thys (BEL),"197h 54' 00""",Peugeot,Philippe Thys,BEL,1.0,1910
1913,2,Gustave Garrigou (FRA),"+8' 37""",Peugeot,Gustave Garrigou,FRA,2.0,1910
1913,3,Marcel Buysse (BEL),"+ 3h 30' 55""",Peugeot,Marcel Buysse,BEL,3.0,1910
1913,4,Firmin Lambot (BEL),"+ 4h 12' 45""",Griffon,Firmin Lambot,BEL,4.0,1910
1913,5,FranÃ§ois Faber (LUX),"+ 6h 26' 04""",Peugeot,FranÃ§ois Faber,LUX,5.0,1910
1913,6,Alfons Spiessens (BEL),"+ 7h 57' 52""",J.B. Louvet,Alfons Spiessens,BEL,6.0,1910
1913,7,EugÃ¨ne Christophe (FRA),"+ 14h 06' 35""",Peugeot,EugÃ¨ne Christophe,FRA,7.0,1910
1913,8,Camillo Bertarelli (ITA),"+ 16h 21' 38""",,Camillo Bertarelli,ITA,8.0,1910
1913,9,Joseph Vandaele (BEL),"+ 16h 39' 53""",J.B. Louvet,Joseph Vandaele,BEL,9.0,1910
1913,10,Emile Engel (FRA),"+ 16h 52' 34""",Peugeot,Emile Engel,FRA,10.0,1910
1913,11,Louis Trousselier (FRA),"+ 18h 11' 13""",J.B. Louvet,Louis Trousselier,FRA,11.0,1910
1913,12,Jules Deloffre (FRA),"+ 18h 31' 31""",,Jules Deloffre,FRA,12.0,1910
1913,13,Clemente Canepari (ITA),"+ 19h 11' 13""",J.B. Louvet,Clemente Canepari,ITA,13.0,1910
1913,14,Paul Deman (BEL),"+ 19h 27' 02""",Automoto,Paul Deman,BEL,14.0,1910
1913,15,Vincent Dhulst (FRA),"+ 20h 10' 12""",,Vincent Dhulst,FRA,15.0,1910
1913,16,Louis Petitjean (BEL),"+ 22h 00' 27""",,Louis Petitjean,BEL,16.0,1910
1913,17,Paul Hostein (FRA),"+ 25h 41' 06""",Peugeot,Paul Hostein,FRA,17.0,1910
1913,18,Maurice Leliaert (BEL),"+ 26h 18' 25""",,Maurice Leliaert,BEL,18.0,1910
1913,19,Jean Alavoine (FRA),"+ 27h 43' 47""",Peugeot,Jean Alavoine,FRA,19.0,1910
1913,20,Giuseppe Contesini (ITA),"+ 30h 37' 34""",,Giuseppe Contesini,ITA,20.0,1910
1913,21,Louis Coolsaet (BEL),"+ 31h 46' 50""",,Louis Coolsaet,BEL,21.0,1910
1913,22,Achille De Smet (BEL),"+ 54h 44' 07""",,Achille De Smet,BEL,22.0,1910
1913,23,Charles Dumont (SUI),"+ 64h 33' 55""",,Charles Dumont,SUI,23.0,1910
1913,24,Celidonio Morini (ITA),"+ 76h 31' 47""",,Celidonio Morini,ITA,24.0,1910
1913,25,Henri Alavoine (FRA),"+ 76h 55' 52""",,Henri Alavoine,FRA,25.0,1910
1914,1,Philippe Thys (BEL),"200h 28' 48""",PeugeotâWolber,Philippe Thys,BEL,1.0,1910
1914,2,Henri PÃ©lissier (FRA),"+ 1' 50""",PeugeotâWolber,Henri PÃ©lissier,FRA,2.0,1910
1914,3,Jean Alavoine (FRA),"+ 36' 53""",PeugeotâWolber,Jean Alavoine,FRA,3.0,1910
1914,4,Jean Rossius (BEL),"+ 1h 57' 05""",AlcyonâSoly,Jean Rossius,BEL,4.0,1910
1914,5,Gustave Garrigou (FRA),"+ 3h 00' 21""",PeugeotâWolber,Gustave Garrigou,FRA,5.0,1910
1914,6,Emile Georget (FRA),"+ 3h 20' 59""",PeugeotâWolber,Emile Georget,FRA,6.0,1910
1914,7,Alfons Spiessens (BEL),"+ 3h 53' 55""",J.B. LouvetâContinental,Alfons Spiessens,BEL,7.0,1910
1914,8,Firmin Lambot (BEL),"+ 5h 08' 54""",PeugeotâWolber,Firmin Lambot,BEL,8.0,1910
1914,9,FranÃ§ois Faber (LUX),"+ 6h 15' 53""",PeugeotâWolber,FranÃ§ois Faber,LUX,9.0,1910
1914,10,Louis Heusghem (BEL),"+ 7h 49' 02""",PeugeotâWolber,Louis Heusghem,BEL,10.0,1910
1914,11,EugÃ¨ne Christophe (FRA),"+ 8h 31' 58""",PeugeotâWolber,EugÃ¨ne Christophe,FRA,11.0,1910
1914,12,Ernest Paul (FRA),"+ 9h 42' 51""",DelageâContinental,Ernest Paul,FRA,12.0,1910
1914,13,Oscar Egg (SUI),"+ 10h 00' 40""",PeugeotâWolber,Oscar Egg,SUI,13.0,1910
1914,14,LÃ©on Scieur (BEL),"+ 10h 02' 30""",ThomanâJoly,LÃ©on Scieur,BEL,14.0,1910
1914,15,Camille Botte (BEL),"+ 10h 14' 33""",,Camille Botte,BEL,15.0,1910
1914,16,Angelo Erba (ITA),"+ 11h 21' 22""",AlleluiaâContinental,Angelo Erba,ITA,16.0,1910
1914,17,Donald Kirkham (AUS),"+ 11h 53' 39""",PhebusâDunlop,Donald Kirkham,AUS,17.0,1910
1914,18,Hector Tiberghien (BEL),"+ 12h 23' 21""",DelageâContinental,Hector Tiberghien,BEL,18.0,1910
1914,19,Jacques Coomans (BEL),"+ 12h 24' 15""",ThomanâJoly,Jacques Coomans,BEL,19.0,1910
1914,20,Iddo Munro (AUS),"+ 12h 34' 57""",PhebusâDunlop,Iddo Munro,AUS,20.0,1910
1914,21,Charles Charron (FRA),"+ 12h 59' 23""",DelageâContinental,Charles Charron,FRA,21.0,1910
1914,22,Henri Devroye (BEL),"+ 13h 22' 14""",ArmorâSoly,Henri Devroye,BEL,22.0,1910
1914,23,Maurice Brocco (FRA),"+ 14h 32' 36""",GladiatorâDunlop,Maurice Brocco,FRA,23.0,1910
1914,24,Julien Tuytten (BEL),"+ 14h 36' 14""",,Julien Tuytten,BEL,24.0,1910
1914,25,Vincenzo Borgarello (ITA),"+ 15h 18' 21""",ClementâDunlop,Vincenzo Borgarello,ITA,25.0,1910
1914,26,Louis Petitjean (BEL),"+ 15h 38' 44""",DelageâContinental,Louis Petitjean,BEL,26.0,1910
1914,27,Jules Nempon (FRA),"+ 16h 32' 55""",J.B. LouvetâContinental,Jules Nempon,FRA,27.0,1910
1914,28,RenÃ© Vandenberghe (BEL),"+ 17h 05' 07""",J.B. LouvetâContinental,RenÃ© Vandenberghe,BEL,28.0,1910
1914,29,Marcel Baumler (FRA),"+ 17h 07' 55""",PeugeotâWolber,Marcel Baumler,FRA,29.0,1910
1914,30,Marcel Godivier (FRA),"+ 18h 18' 57""",GladiatorâDunlop,Marcel Godivier,FRA,30.0,1910
1914,31,Paul Duboc (FRA),"+ 18h 35' 32""",Automoto,Paul Duboc,FRA,31.0,1910
1914,32,Pierre Everaerts (BEL),"+ 19h 21' 04""",,Pierre Everaerts,BEL,32.0,1910
1914,33,Ottavio Pratesi (ITA),"+ 20h 31' 40""",,Ottavio Pratesi,ITA,33.0,1910
1914,34,Constant MÃ©nager (FRA),"+ 20h 58' 45""",GladiatorâDunlop,Constant MÃ©nager,FRA,34.0,1910
1914,35,Charles Cruchon (FRA),"+ 21h 04' 56""",GladiatorâDunlop,Charles Cruchon,FRA,35.0,1910
1914,36,Jules Deloffre (FRA),"+ 22h 03' 15""",,Jules Deloffre,FRA,36.0,1910
1914,37,Camillo Bertarelli (ITA),"+ 23h 08' 26""",AlleluiaâContinental,Camillo Bertarelli,ITA,37.0,1910
1914,38,Louis Trousselier (FRA),"+ 23h 44' 30""",Automoto,Louis Trousselier,FRA,38.0,1910
1914,39,Adrien Alpini (ITA),"+ 26h 11' 22""",,Adrien Alpini,ITA,39.0,1910
1914,40,Gaston Degy (FRA),"+ 29h 05' 54""",Automoto,Gaston Degy,FRA,40.0,1910
1914,41,Raymond Harquet (FRA),"+ 30h 04' 05""",AlleluiaâContinental,Raymond Harquet,FRA,41.0,1910
1914,42,Louis Engel (FRA),"+ 30h 54' 28""",DelageâContinental,Louis Engel,FRA,42.0,1910
1914,43,Emile Guyon (SUI),"+ 30h 55' 10""",,Emile Guyon,SUI,43.0,1910
1914,44,Mario Spinelli (ITA),"+ 35h 13' 35""",,Mario Spinelli,ITA,44.0,1910
1914,45,Charles Kippert (FRA),"+ 35h 56' 03""",GladiatorâDunlop,Charles Kippert,FRA,45.0,1910
1914,46,Charles Dumont (SUI),"+ 37h 42' 31""",,Charles Dumont,SUI,46.0,1910
1914,47,RenÃ© Cottrel (FRA),"+ 37h 42' 31""",,RenÃ© Cottrel,FRA,47.0,1910
1914,48,Sante Goi (ITA),"+ 52h 15' 32""",,Sante Goi,ITA,48.0,1910
1914,49,Emilio Cuchetti (ITA),"+ 59h 20' 16""",,Emilio Cuchetti,ITA,49.0,1910
1914,50,Gaston Neboux (FRA),"+ 59h 59' 01""",,Gaston Neboux,FRA,50.0,1910
1914,51,Henri Allard (BEL),"+ 67h 46' 24""",,Henri Allard,BEL,51.0,1910
1914,52,Henri Alavoine (FRA),"+ 72h 55' 21""",,Henri Alavoine,FRA,52.0,1910
1914,53,Marcel Rottie (FRA),"+ 84h 03' 10""",,Marcel Rottie,FRA,53.0,1910
1914,54,Henri Leclerc (FRA),"+ 99h 04' 45""",,Henri Leclerc,FRA,54.0,1910
1919,1,Firmin Lambot (BEL),"231h 07' 15""",,Firmin Lambot,BEL,1.0,1910
1919,2,Jean Alavoine (FRA),"+ 1h 42' 54""",,Jean Alavoine,FRA,2.0,1910
1919,3,EugÃ¨ne Christophe (FRA),"+ 2h 26' 31""",,EugÃ¨ne Christophe,FRA,3.0,1910
1919,4,LÃ©on Scieur (BEL),"+ 2h 52' 15""",,LÃ©on Scieur,BEL,4.0,1910
1919,5,HonorÃ© BarthÃ©lemy (FRA),"+ 4h 14' 22""",,HonorÃ© BarthÃ©lemy,FRA,5.0,1910
1919,6,Jacques Coomans (BEL),"+ 15h 21' 34""",,Jacques Coomans,BEL,6.0,1910
1919,7,Luigi Lucotti (ITA),"+ 16h 01' 12""",,Luigi Lucotti,ITA,7.0,1910
1919,8,Joseph Van Daele (BEL),"+ 18h 23' 02""",,Joseph Van Daele,BEL,8.0,1910
1919,9,Alfred Steux (BEL),"+ 20h 29' 01""",,Alfred Steux,BEL,9.0,1910
1919,10,Jules Nempon (FRA),"+ 21h 44' 12""",,Jules Nempon,FRA,10.0,1910
1920,1,Philippe Thys (BEL),"231h 07' 15""",,Philippe Thys,BEL,1.0,1920
1920,2,Hector Heusghem (BEL),"+ 57' 21""",,Hector Heusghem,BEL,2.0,1920
1920,3,Firmin Lambot (BEL),"+ 1h 39' 35""",,Firmin Lambot,BEL,3.0,1920
1920,4,Leon Scieur (BEL),"+ 1h 44' 58""",,Leon Scieur,BEL,4.0,1920
1920,5,Ãmile Masson (BEL),"+ 2h 56' 52""",,Ãmile Masson,BEL,5.0,1920
1920,6,Louis Heusghem (BEL),"+ 3h 40' 47""",,Louis Heusghem,BEL,6.0,1920
1920,7,Jean Rossius (BEL),"+ 3h 49' 55""",,Jean Rossius,BEL,7.0,1920
1920,8,Honore Barthelemy (FRA),"+ 5h 35' 19""",,Honore Barthelemy,FRA,8.0,1920
1920,9,FÃ©lix Goethals (FRA),"+ 9h 23' 07""",,FÃ©lix Goethals,FRA,9.0,1920
1920,10,Joseph Vandaele (BEL),"+ 10h 45' 41""",,Joseph Vandaele,BEL,10.0,1920
1920,11,EugÃ¨ne Dhers (FRA),"+ 11h 15' 09""",,EugÃ¨ne Dhers,FRA,11.0,1920
1920,12,Joseph Pelletier (FRA),"+ 20h 04' 32""",,Joseph Pelletier,FRA,12.0,1920
1920,13,ThÃ©o Wynsdau (BEL),"+ 25h 14' 02""",,ThÃ©o Wynsdau,BEL,13.0,1920
1920,14,Noel Amenc (FRA),"+ 33h 25' 47""",,Noel Amenc,FRA,14.0,1920
1920,15,Joseph Muller (FRA),"+ 33h 48' 53""",,Joseph Muller,FRA,15.0,1920
1920,16,Henri Ferrera (FRA),"+ 34h 32' 27""",,Henri Ferrera,FRA,16.0,1920
1920,17,Guglielmo Ceccherelli (ITA),"+ 48h 40' 35""",,Guglielmo Ceccherelli,ITA,17.0,1920
1920,18,Marius Matheron (FRA),"+ 51h 11' 04""",,Marius Matheron,FRA,18.0,1920
1920,19,Etienne Dorfeuille (FRA),"+ 53h 10' 00""",,Etienne Dorfeuille,FRA,19.0,1920
1920,20,Pierre Hudsyn (BEL),"+ 55h 36' 42""",,Pierre Hudsyn,BEL,20.0,1920
1920,21,AndrÃ© Coutte (FRA),"+ 55h 57' 46""",,AndrÃ© Coutte,FRA,21.0,1920
1920,22,Charles Raboisson (FRA),"+ 69h 00' 05""",,Charles Raboisson,FRA,22.0,1920
1921,1,Leon Scieur (BEL),"221h 50' 26""",,Leon Scieur,BEL,1.0,1920
1921,2,Hector Heusghem (BEL),"+ 18' 36""",,Hector Heusghem,BEL,2.0,1920
1921,3,Honore Barthelemy (FRA),"+ 2h 01' 00""",,Honore Barthelemy,FRA,3.0,1920
1921,4,Luigi Lucotti (ITA),"+ 2h 39' 18""",,Luigi Lucotti,ITA,4.0,1920
1921,5,Hector Tiberghien (BEL),"+ 4h 33' 19""",,Hector Tiberghien,BEL,5.0,1920
1921,6,Victor Lenaers (BEL),"+ 4h 53' 23""",,Victor Lenaers,BEL,6.0,1920
1921,7,Leon Despontin (BEL),"+ 5h 01' 54""",,Leon Despontin,BEL,7.0,1920
1921,8,Camile Leroy (BEL),"+ 7h 56' 27""",,Camile Leroy,BEL,8.0,1920
1921,9,Firmin Lambot (BEL),"+ 8h 26' 25""",,Firmin Lambot,BEL,9.0,1920
1921,10,FÃ©lix Goethals (FRA),"+ 8h 42' 26""",,FÃ©lix Goethals,FRA,10.0,1920
1921,11,Louis Mottiat (BEL),"+ 8h 51' 24""",,Louis Mottiat,BEL,11.0,1920
1921,12,EugÃ¨ne Dhers (FRA),"+ 9h 44' 36""",,EugÃ¨ne Dhers,FRA,12.0,1920
1921,13,Henri Ferrara (FRA),"+ 11h 58' 24""",,Henri Ferrara,FRA,13.0,1920
1921,14,Noel Amenc (FRA),"+ 12h 37' 23""",,Noel Amenc,FRA,14.0,1920
1921,15,Joseph Muller (FRA),"+ 12h 59' 08""",,Joseph Muller,FRA,15.0,1920
1921,16,FÃ©lix Sellier (BEL),"+ 13h 56' 45""",,FÃ©lix Sellier,BEL,16.0,1920
1921,17,Henri Colle (SUI),"+ 15h 02' 22""",,Henri Colle,SUI,17.0,1920
1921,18,Enrico Sala (ITA),"+ 19h 09' 18""",,Enrico Sala,ITA,18.0,1920
1921,19,Guglielmo Ceccherelli (ITA),"+ 22h 49' 12""",,Guglielmo Ceccherelli,ITA,19.0,1920
1921,20,Auguste Meyer (FRA),"+ 22h 53' 43""",,Auguste Meyer,FRA,20.0,1920
1921,21,Benjamin Javaux (BEL),"+ 25h 25' 34""",,Benjamin Javaux,BEL,21.0,1920
1921,22,Pierre Hudsyn (BEL),"+ 25h 53' 44""",,Pierre Hudsyn,BEL,22.0,1920
1921,23,Joseph Normand (FRA),"+ 27h 05' 40""",,Joseph Normand,FRA,23.0,1920
1921,24,Etienne Dorfeuille (FRA),"+ 27h 07' 44""",,Etienne Dorfeuille,FRA,24.0,1920
1921,25,Charles Raboisson (FRA),"+ 27h 57' 32""",,Charles Raboisson,FRA,25.0,1920
1921,26,Jules Deloffre (FRA),"+ 31h 09' 48""",,Jules Deloffre,FRA,26.0,1920
1921,27,Ernest Paul (FRA),"+ 32h 26' 34""",,Ernest Paul,FRA,27.0,1920
1921,28,Edgard Roy (FRA),"+ 32h 43' 15""",,Edgard Roy,FRA,28.0,1920
1921,29,Charles Parel (SUI),"+ 34h 29' 08""",,Charles Parel,SUI,29.0,1920
1921,30,Paul Coppens (FRA),"+ 34h 50' 25""",,Paul Coppens,FRA,30.0,1920
1921,31,Jean Kienlen (FRA),"+ 36h 18' 06""",,Jean Kienlen,FRA,31.0,1920
1921,32,Lucien Pothier (FRA),"+ 41h 45' 11""",,Lucien Pothier,FRA,32.0,1920
1921,33,Lucien Rocquebert (FRA),"+ 49h 37' 25""",,Lucien Rocquebert,FRA,33.0,1920
1921,34,Robert Constantin (FRA),"+ 57h 07' 39""",,Robert Constantin,FRA,34.0,1920
1921,35,Charles Cento (FRA),"+ 57h 45' 21""",,Charles Cento,FRA,35.0,1920
1921,36,Georges Kamm (FRA),"+ 58h 00' 09""",,Georges Kamm,FRA,36.0,1920
1921,37,Adrien Alpini (FRA),"+ 60h 34' 50""",,Adrien Alpini,FRA,37.0,1920
1921,38,Henri Catelan (FRA),"+ 62h 19' 57""",,Henri Catelan,FRA,38.0,1920
1922,1,Firmin Lambot (BEL),"222h 08' 06""",,Firmin Lambot,BEL,1.0,1920
1922,2,Jean Alavoine (FRA),"+ 41' 15""",,Jean Alavoine,FRA,2.0,1920
1922,3,FÃ©lix Sellier (BEL),"+ 42' 02""",,FÃ©lix Sellier,BEL,3.0,1920
1922,4,Hector Heusghem (BEL),"+ 43' 56""",,Hector Heusghem,BEL,4.0,1920
1922,5,Victor Lenaers (BEL),"+ 45' 32""",,Victor Lenaers,BEL,5.0,1920
1922,6,Hector Tiberghien (BEL),"+ 1h 21' 35""",,Hector Tiberghien,BEL,6.0,1920
1922,7,LÃ©on Despontin (BEL),"+ 2h 24' 29""",,LÃ©on Despontin,BEL,7.0,1920
1922,8,EugÃ¨ne Christophe (FRA),"+ 3h 25' 39""",,EugÃ¨ne Christophe,FRA,8.0,1920
1922,9,Jean Rossius (BEL),"+ 3h 26' 06""",,Jean Rossius,BEL,9.0,1920
1922,10,Gaston Degy (FRA),"+ 3h 49' 13""",,Gaston Degy,FRA,10.0,1920
1922,11,Federico Gay (ITA),"+ 3h 51' 59""",,Federico Gay,ITA,11.0,1920
1922,12,Emile Masson (BEL),"+ 4h 00' 21""",,Emile Masson,BEL,12.0,1920
1922,13,ArsÃ¨ne Alancourt (FRA),"+ 5h 20' 56""",,ArsÃ¨ne Alancourt,FRA,13.0,1920
1922,14,Philippe Thys (BEL),"+ 5h 48' 58""",,Philippe Thys,BEL,14.0,1920
1922,15,Joseph Pelletier (FRA),"+ 5h 53' 29""",,Joseph Pelletier,FRA,15.0,1920
1922,16,Joseph Muller (FRA),"+ 7h 51' 23""",,Joseph Muller,FRA,16.0,1920
1922,17,Giuseppe Santhia (ITA),"+ 8h 57' 35""",,Giuseppe Santhia,ITA,17.0,1920
1922,18,ThÃ©ophile Beeckman (BEL),"+ 9h 40' 32""",,ThÃ©ophile Beeckman,BEL,18.0,1920
1922,19,Louis Heusghem (BEL),"+ 9h 50' 34""",,Louis Heusghem,BEL,19.0,1920
1922,20,Jules Nempon (FRA),"+ 12h 11' 56""",,Jules Nempon,FRA,20.0,1920
1922,21,Alfons Standaert (BEL),"+ 12h 48' 46""",,Alfons Standaert,BEL,21.0,1920
1922,22,Edgard Roy (FRA),"+ 14h 29' 01""",,Edgard Roy,FRA,22.0,1920
1922,23,Joseph Marchand (BEL),"+ 14h 58' 14""",,Joseph Marchand,BEL,23.0,1920
1922,24,Enrico Sala (ITA),"+ 16h 27' 21""",,Enrico Sala,ITA,24.0,1920
1922,25,Jules Matton (BEL),"+ 17h 37' 39""",,Jules Matton,BEL,25.0,1920
1922,26,Pierre Hudsyn (BEL),"+ 20h 30' 17""",,Pierre Hudsyn,BEL,26.0,1920
1922,27,Charles Parel (SUI),"+ 22h 18' 09""",,Charles Parel,SUI,27.0,1920
1922,28,LÃ©on Van Aken (BEL),"+ 24h 00' 24""",,LÃ©on Van Aken,BEL,28.0,1920
1922,29,Marie Aubry (FRA),"+ 27h 20' 36""",,Marie Aubry,FRA,29.0,1920
1922,30,Ernest Paul (FRA),"+ 28h 35' 08""",,Ernest Paul,FRA,30.0,1920
1922,31,Georges Kamm (FRA),"+ 32h 22' 57""",,Georges Kamm,FRA,31.0,1920
1922,32,Charles Loew (FRA),"+ 36h 20' 19""",,Charles Loew,FRA,32.0,1920
1922,33,Jules Brun (FRA),"+ 46h 36' 59""",,Jules Brun,FRA,33.0,1920
1922,34,Emmanuele Luigi (ITA),"+ 47h 23' 13""",,Emmanuele Luigi,ITA,34.0,1920
1922,35,Laurent Devalle (MON),"+ 54h 24' 20""",,Laurent Devalle,MON,35.0,1920
1922,36,Robert Constantin (FRA),"+ 54h 53' 29""",,Robert Constantin,FRA,36.0,1920
1922,37,Charles Hennuyer (FRA),"+ 59h 13' 12""",,Charles Hennuyer,FRA,37.0,1920
1922,38,Daniel Masson (FRA),"+ 65h 53' 41""",,Daniel Masson,FRA,38.0,1920
1923,1,Henri PÃ©lissier (FRA),"222h 15' 30""",Automoto,Henri PÃ©lissier,FRA,1.0,1920
1923,2,Ottavio Bottecchia (ITA),"+ 30 '41""",Automoto,Ottavio Bottecchia,ITA,2.0,1920
1923,3,Romain Bellenger (FRA),"+ 1h 04 '43""",PeugeotâWolber,Romain Bellenger,FRA,3.0,1920
1923,4,Hector Tiberghien (BEL),"+ 1h 29 '16""",PeugeotâWolber,Hector Tiberghien,BEL,4.0,1920
1923,5,ArsÃ¨ne Alancourt (FRA),"+ 2h 06 '40""",Armor,ArsÃ¨ne Alancourt,FRA,5.0,1920
1923,6,Henri CollÃ© (SUI),"+ 2h 28 '43""",Griffon,Henri CollÃ©,SUI,6.0,1920
1923,7,LÃ©on Despontin (BEL),"+ 2h 39 '49""",PeugeotâWolber,LÃ©on Despontin,BEL,7.0,1920
1923,8,Lucien Buysse (BEL),"+ 2h 40 '11""",Automoto,Lucien Buysse,BEL,8.0,1920
1923,9,EugÃ¨ne Dhers (FRA),"+ 2h 59 '09""",Armor,EugÃ¨ne Dhers,FRA,9.0,1920
1923,10,Marcel Huot (FRA),"+ 3h 16 '56""",Griffon,Marcel Huot,FRA,10.0,1920
1923,11,Joseph Muller (FRA),"+ 3h 26 '46""",Peugeot-Wolber,Joseph Muller,FRA,11.0,1920
1923,12,Ottavio Pratesi (ITA),"+ 3h 35 '06""",Touriste-Routier,Ottavio Pratesi,ITA,12.0,1920
1923,13,FÃ©lix Goethals (FRA),"+ 4h 21 '38""",Thomann,FÃ©lix Goethals,FRA,13.0,1920
1923,14,ThÃ©ophile Beeckman (BEL),"+ 5h 00 '04""",Griffon,ThÃ©ophile Beeckman,BEL,14.0,1920
1923,15,Joseph Normand (FRA),"+ 5h 09 '59""",Davy,Joseph Normand,FRA,15.0,1920
1923,16,Gaston Degy (FRA),"+ 5h 35 '57""",PeugeotâWolber,Gaston Degy,FRA,16.0,1920
1923,17,Lucien Rich (FRA),"+ 6h 35 '06""",Christophe,Lucien Rich,FRA,17.0,1920
1923,18,Paul Duboc (FRA),"+ 6h 56 '41""",Alleluia,Paul Duboc,FRA,18.0,1920
1923,19,Camille Botte (BEL),"+ 7h 13 '56""",Touriste-Routier,Camille Botte,BEL,19.0,1920
1923,20,Georges Cuvelier (FRA),"+ 7h 30 '47""",Lapize,Georges Cuvelier,FRA,20.0,1920
1923,21,Benjamin Mortier (BEL),"+ 8h 03 '43""",Christophe,Benjamin Mortier,BEL,21.0,1920
1923,22,Alfons Standaert (BEL),"+ 8h 17 '38""",Thomann,Alfons Standaert,BEL,22.0,1920
1923,23,Francis PÃ©lissier (FRA),"+ 9h 43 '12""",Automoto,Francis PÃ©lissier,FRA,23.0,1920
1923,24,Henri Touzard (FRA),"+ 10h 00 '00""",Touriste-Routier,Henri Touzard,FRA,24.0,1920
1923,25,Robert Jacquinot (FRA),"+ 10h 41 '52""",PeugeotâWolber,Robert Jacquinot,FRA,25.0,1920
1923,26,Carlo Longoni (ITA),"+ 11h 00 '47""",Christophe,Carlo Longoni,ITA,26.0,1920
1923,27,Charles Parel (SUI),"+ 11h 05 '53""",Touriste-Routier,Charles Parel,SUI,27.0,1920
1923,28,Louis Mottiat (BEL),"+ 12h 01 '57""",Alcyon,Louis Mottiat,BEL,28.0,1920
1923,29,Giovanni Rossignoli (ITA),"+ 13h 18 '28""",Touriste-Routier,Giovanni Rossignoli,ITA,29.0,1920
1923,30,Pierre Hudsyn (BEL),"+ 17h 20 '20""",Touriste-Routier,Pierre Hudsyn,BEL,30.0,1920
1923,31,Edgard Roy (FRA),"+ 19h 01 '46""",Touriste-Routier,Edgard Roy,FRA,31.0,1920
1923,32,Antoine Riera (FRA),"+ 22h 05 '39""",Touriste-Routier,Antoine Riera,FRA,32.0,1920
1923,33,Charles Cento (FRA),"+ 24h 17 '53""",Touriste-Routier,Charles Cento,FRA,33.0,1920
1923,34,Maurice Arnoult (FRA),"+ 25h 32 '25""",Touriste-Routier,Maurice Arnoult,FRA,34.0,1920
1923,35,Charles Loew (FRA),"+ 32h 27 '02""",Touriste-Routier,Charles Loew,FRA,35.0,1920
1923,36,Paul Denis (FRA),"+ 33h 38 '43""",Touriste-Routier,Paul Denis,FRA,36.0,1920
1923,37,FÃ©lix Richard (FRA),"+ 33h 42 '23""",Touriste-Routier,FÃ©lix Richard,FRA,37.0,1920
1923,38,Henri MiÃ¨ge (SUI),"+ 34h 01 '56""",Touriste-Routier,Henri MiÃ¨ge,SUI,38.0,1920
1923,39,Jean Kienlen (FRA),"+ 35h 07 '38""",Touriste-Routier,Jean Kienlen,FRA,39.0,1920
1923,40,Giuseppe Ercolani (ITA),"+ 39h 45 '41""",Touriste-Routier,Giuseppe Ercolani,ITA,40.0,1920
1923,41,Alfred Hersard (FRA),"+ 40h 57 '43""",Touriste-Routier,Alfred Hersard,FRA,41.0,1920
1923,42,Vincenzo Bianco (ITA),"+ 40h 57 '56""",Touriste-Routier,Vincenzo Bianco,ITA,42.0,1920
1923,43,Giuseppe Ruffoni (ITA),"+ 41h 58 '42""",Touriste-Routier,Giuseppe Ruffoni,ITA,43.0,1920
1923,44,Georges Kamm (FRA),"+ 42h 18 '20""",Touriste-Routier,Georges Kamm,FRA,44.0,1920
1923,45,Charles Arnulf (FRA),"+ 42h 59 '39""",Touriste-Routier,Charles Arnulf,FRA,45.0,1920
1923,46,Marcel Simonet (FRA),"+ 43h 32 '35""",Touriste-Routier,Marcel Simonet,FRA,46.0,1920
1923,47,Maurice Protin (BEL),"+ 44h 53 '46""",Touriste-Routier,Maurice Protin,BEL,47.0,1920
1923,48,Daniel Masson (FRA),"+ 48h 31 '07""",Touriste-Routier,Daniel Masson,FRA,48.0,1920
1924,1,Ottavio Bottecchia (ITA),"226h 18' 21""",,Ottavio Bottecchia,ITA,1.0,1920
1924,2,Nicolas Frantz (LUX),"+ 35' 36""",,Nicolas Frantz,LUX,2.0,1920
1924,3,Lucien Buysse (BEL),"+ 1h 32' 13""",,Lucien Buysse,BEL,3.0,1920
1924,4,Bartolomeo Aimo (ITA),"+ 1h 32' 47""",,Bartolomeo Aimo,ITA,4.0,1920
